Index_Id	Kategorija
1046	causal agent, cause, causal agency
1047	object, physical object
1048	geological formation, formation
1049	natural depression, depression
1050	crater
1051	natural elevation, elevation
1052	mountain, mount
1053	ridge
1054	bar
1055	reef
1056	shore
1057	spring, fountain, outflow, outpouring, natural spring
1058	location
1059	point
1060	geographic point, geographical point
1061	workplace, work
1062	whole, unit
1063	natural object
1064	mechanism
1065	barrier
1066	plant part, plant structure
1067	plant organ
1068	reproductive structure
1069	fruit
1070	seed
1071	edible seed
1072	oilseed, oil-rich seed
1073	grain, caryopsis
1074	kernel
1075	nut
1076	edible nut
1077	berry
1078	drupe, stone fruit
1079	drupelet
1080	pome, false fruit
1081	pod, seedpod
1082	legume
1083	living thing, animate thing
1084	organism, being
1085	plant, flora, plant life
1086	vascular plant, tracheophyte
1087	spermatophyte, phanerogam, seed plant
1088	angiosperm, flowering plant
1089	flower
1090	anemone, windflower
1091	columbine, aquilegia, aquilege
1092	fig marigold, pebble plant
1093	poppy
1094	composite, composite plant
1095	everlasting, everlasting flower
1096	calendula
1097	orchid, orchidaceous plant
1098	orchis
1099	helleborine
1100	woody plant, ligneous plant
1101	tree
1102	anise tree
1103	acacia
1104	albizzia, albizia
1105	beech, beech tree
1106	southern beech, evergreen beech
1107	oak, oak tree
1108	birch, birch tree
1109	ash, ash tree
1110	fig tree
1111	elm, elm tree
1112	cassia
1113	locust tree, locust
1114	rosewood, rosewood tree
1115	blackwood, blackwood tree
1116	coffee, coffee tree
1117	willow, willow tree
1118	sallow
1119	soapberry, soapberry tree
1120	gymnospermous tree
1121	conifer, coniferous tree
1122	angiospermous tree, flowering tree
1123	maple
1124	fungus
1125	basidiomycete, basidiomycetous fungi
1126	mushroom
1127	animal, animate being, beast, brute, creature, fauna
1128	invertebrate
1129	arthropod
1130	arachnid, arachnoid
1131	spider
1132	acarine
1133	crustacean
1134	malacostracan crustacean
1135	decapod crustacean, decapod
1136	crab
1137	lobster
1138	true lobster
1139	insect
1140	beetle
1141	dipterous insect, two-winged insects, dipteran, dipteron
1142	hymenopterous insect, hymenopteran, hymenopteron, hymenopter
1143	orthopterous insect, orthopteron, orthopteran
1144	phasmid, phasmid insect
1145	dictyopterous insect
1146	homopterous insect, homopteran
1147	ephemerid, ephemeropteran
1148	neuropteron, neuropteran, neuropterous insect
1149	odonate
1150	lepidopterous insect, lepidopteron, lepidopteran
1151	butterfly
1152	danaid, danaid butterfly
1153	pierid, pierid butterfly
1154	coelenterate, cnidarian
1155	anthozoan, actinozoan
1156	worm
1157	annelid, annelid worm, segmented worm
1158	oligochaete, oligochaete worm
1159	mollusk, mollusc, shellfish
1160	gastropod, univalve
1161	bivalve, pelecypod, lamellibranch
1162	cephalopod, cephalopod mollusk
1163	echinoderm
1164	domestic animal, domesticated animal
1165	domestic cat, house cat, Felis domesticus, Felis catus
1166	dog, domestic dog, Canis familiaris
1167	hunting dog
1168	sporting dog, gun dog
1169	pointer, Spanish pointer
1170	setter
1171	spaniel
1172	retriever
1173	terrier
1174	bullterrier, bull terrier
1175	hound, hound dog
1176	poodle, poodle dog
1177	working dog
1178	shepherd dog, sheepdog, sheep dog
1179	watchdog, guard dog
1180	pinscher
1181	mastiff
1182	toy dog, toy
1183	game
1184	game bird
1185	grouse
1186	phasianid
1187	racer
1188	chordate
1189	vertebrate, craniate
1190	mammal, mammalian
1191	placental, placental mammal, eutherian, eutherian mammal
1192	lagomorph, gnawing mammal
1193	leporid, leporid mammal
1194	rabbit, coney, cony
1195	primate
1196	lemur
1197	ape
1198	anthropoid ape
1199	great ape, pongid
1200	lesser ape
1201	monkey
1202	New World monkey, platyrrhine, platyrrhinian
1203	Old World monkey, catarrhine
1204	proboscidean, proboscidian
1205	elephant
1206	carnivore
1207	bear
1208	musteline mammal, mustelid, musteline
1209	procyonid
1210	viverrine, viverrine mammal
1211	canine, canid
1212	wild dog
1213	fox
1214	wolf
1215	feline, felid
1216	cat, true cat
1217	wildcat
1218	big cat, cat
1219	pachyderm
1220	bird
1221	gallinaceous bird, gallinacean
1222	reptile, reptilian
1223	anapsid, anapsid reptile
1224	chelonian, chelonian reptile
1225	turtle
1226	sea turtle, marine turtle
1227	diapsid, diapsid reptile
1228	saurian
1229	lizard
1230	gecko
1231	iguanid, iguanid lizard
1232	teiid lizard, teiid
1233	agamid, agamid lizard
1234	anguid lizard
1235	venomous lizard
1236	lacertid lizard, lacertid
1237	chameleon, chamaeleon
1238	monitor, monitor lizard, varan
1239	snake, serpent, ophidian
1240	colubrid snake, colubrid
1241	constrictor
1242	boa
1243	elapid, elapid snake
1244	cobra
1245	mamba
1246	black mamba, Dendroaspis augusticeps
1247	viper
1248	amphibian
1249	frog, toad, toad frog, anuran, batrachian, salientian
1250	true frog, ranid
1251	salamander
1252	newt, triton
1253	ambystomid, ambystomid salamander
1254	aquatic vertebrate
1255	fish
1256	cartilaginous fish, chondrichthian
1257	elasmobranch, selachian
1258	shark
1259	mackerel shark
1260	requiem shark
1261	ray
1262	food fish
1263	salmon
1264	trout
1265	sea bass
1266	bony fish
1267	teleost fish, teleost, teleostan
1268	soft-finned fish, malacopterygian
1269	salmonid
1270	spiny-finned fish, acanthopterygian
1271	percoid fish, percoid, percoidean
1272	serranid fish, serranid
1273	ganoid, ganoid fish
1274	artifact, artefact
1275	instrumentality, instrumentation
1276	device
1277	musical instrument, instrument
1278	bass
1279	bass horn, sousaphone, tuba
1280	keyboard instrument
1281	piano, pianoforte, forte-piano
1282	percussion instrument, percussive instrument
1283	stringed instrument
1284	bowed stringed instrument, string
1285	chordophone
1286	guitar
1287	wind instrument, wind
1288	brass, brass instrument
1289	free-reed instrument
1290	pipe
1291	woodwind, woodwind instrument, wood
1292	beating-reed instrument, reed instrument, reed
1293	double-reed instrument, double reed
1294	single-reed instrument, single-reed woodwind
1295	acoustic device
1296	applicator, applier
1297	blower
1298	breathing device, breathing apparatus, breathing machine, ventilator
1299	electrical device
1300	transducer
1301	electro-acoustic transducer
1302	electronic device
1303	fan
1304	instrument
1305	instrument of execution
1306	measuring instrument, measuring system, measuring device
1307	measuring stick, measure, measuring rod
1308	meter
1309	timepiece, timekeeper, horologe
1310	clock
1311	sandglass
1312	medical instrument
1313	optical instrument
1314	scientific instrument
1315	magnifier
1316	microscope
1317	light microscope
1318	telescope, scope
1319	astronomical telescope
1320	weapon, arm, weapon system
1321	gun
1322	firearm, piece, small-arm
1323	autoloader, self-loader
1324	automatic firearm, automatic gun, automatic weapon
1325	pistol, handgun, side arm, shooting iron
1326	keyboard
1327	lifting device
1328	machine
1329	power tool
1330	power saw, saw, sawing machine
1331	calculator, calculating machine
1332	computer, computing machine, computing device, data processor, electronic computer, information processing system
1333	digital computer
1334	personal computer, PC, microcomputer
1335	portable computer
1336	farm machine
1337	printer, printing machine
1338	slot machine, coin machine
1339	textile machine
1340	mechanism
1341	control, controller
1342	mechanical device
1343	pump
1344	ride
1345	rotating mechanism
1346	memory device, storage device
1347	magnetic disk, magnetic disc, disk, disc
1348	memory, computer memory, storage, computer storage, store, memory board
1349	non-volatile storage, nonvolatile storage
1350	reflector
1351	mirror
1352	restraint, constraint
1353	fastener, fastening, holdfast, fixing
1354	clip
1355	lock
1356	safety belt, life belt, safety harness
1357	signaling device
1358	source of illumination
1359	lamp
1360	lantern
1361	trap
1362	web, entanglement
1363	implement
1364	tool
1365	cutting implement
1366	cutter, cutlery, cutting tool
1367	edge tool
1368	knife
1369	razor
1370	garden tool, lawn tool
1371	hand tool
1372	opener
1373	bottle opener
1374	wrench, spanner
1375	utensil
1376	kitchen utensil
1377	cooking utensil, cookware
1378	pan, cooking pan
1379	pot
1380	turner, food turner
1381	mixer
1382	cleaning implement, cleaning device, cleaning equipment
1383	brush
1384	eraser
1385	sharpener
1386	rod
1387	writing implement
1388	pen
1389	beater
1390	stick
1391	staff
1392	bar
1393	lever
1394	compound lever
1395	container
1396	wheeled vehicle
1397	bicycle, bike, wheel, cycle
1398	car, railcar, railway car, railroad car
1399	handcart, pushcart, cart, go-cart
1400	self-propelled vehicle
1401	armored vehicle, armoured vehicle
1402	locomotive, engine, locomotive engine, railway locomotive
1403	motor vehicle, automotive vehicle
1404	car, auto, automobile, machine, motorcar
1405	motorcycle, bike
1406	minibike, motorbike
1407	truck, motortruck
1408	van
1409	passenger van
1410	tracked vehicle
1411	wagon, waggon
1412	cart
1413	basket, handbasket
1414	bag
1415	bin
1416	shaker
1417	vessel
1418	basin
1419	jar
1420	bottle
1421	flask
1422	tank, storage tank
1423	reservoir
1424	cistern
1425	drinking vessel
1426	glass, drinking glass
1427	box
1428	strongbox, deedbox
1429	measure
1430	case
1431	baggage, luggage
1432	equipment
1433	sports equipment
1434	golf equipment
1435	baseball equipment
1436	gymnastic apparatus, exerciser
1437	basketball equipment
1438	croquet equipment
1439	weight, free weight, exercising weight
1440	skate
1441	game equipment
1442	game
1443	puzzle
1444	bowling equipment
1445	man, piece
1446	ball
1447	photographic equipment
1448	camera, photographic camera
1449	gear, paraphernalia, appurtenance
1450	kit, outfit
1451	rig
1452	drill rig, drilling rig, oilrig, oil rig
1453	electronic equipment
1454	audio system, sound system
1455	reproducer
1456	stereo, stereophony, stereo system, stereophonic system
1457	television equipment, video equipment
1458	television camera, tv camera, camera
1459	peripheral, computer peripheral, peripheral device
1460	data input device, input device
1461	telephone, phone, telephone set
1462	radiotelephone, radiophone, wireless telephone
1463	apparatus, setup
1464	duplicator, copier
1465	pendulum
1466	rescue equipment
1467	ceramic
1468	toiletry, toilet articles
1469	cosmetic
1470	makeup, make-up, war paint
1471	conveyance, transport
1472	vehicle
1473	craft
1474	aircraft
1475	heavier-than-air craft
1476	airplane, aeroplane, plane
1477	lighter-than-air craft
1478	vessel, watercraft
1479	boat
1480	motorboat, powerboat
1481	sea boat
1482	small boat
1483	sailing vessel, sailing ship
1484	sailboat, sailing boat
1485	ship
1486	cargo ship, cargo vessel
1487	passenger ship
1488	warship, war vessel, combat ship
1489	submersible, submersible warship
1490	military vehicle
1491	rocket, projectile
1492	sled, sledge, sleigh
1493	public transport
1494	train, railroad train
1495	passenger train
1496	bus, autobus, coach, charabanc, double-decker, jitney, motorbus, motorcoach, omnibus, passenger vehicle
1497	furnishing
1498	furniture, piece of furniture, article of furniture
1499	baby bed, babys bed
1500	bedroom furniture
1501	bed
1502	cabinet
1503	office furniture
1504	seat
1505	bench
1506	chair
1507	table
1508	table
1509	wall unit
1510	curtain, drape, drapery, mantle, pall
1511	medium
1512	print media
1513	press, public press
1514	system
1515	communication system
1516	telecommunication system, telecom system, telecommunication equipment, telecom equipment
1517	structure, construction
1518	arch
1519	building, edifice
1520	farm building
1521	outbuilding
1522	shed
1523	place of worship, house of prayer, house of God, house of worship
1524	shrine
1525	theater, theatre, house
1526	building complex, complex
1527	plant, works, industrial plant
1528	factory, mill, manufacturing plant, manufactory
1529	column, pillar
1530	defensive structure, defense, defence
1531	fortification, munition
1532	establishment
1533	institution
1534	penal institution, penal facility
1535	correctional institution
1536	place of business, business establishment
1537	mercantile establishment, retail store, sales outlet, outlet
1538	marketplace, market place, mart, market
1539	shop, store
1540	housing, lodging, living accommodations
1541	dwelling, home, domicile, abode, habitation, dwelling house
1542	landing, landing place
1543	memorial, monument
1544	obstruction, obstructor, obstructer, impediment, impedimenta
1545	barrier
1546	fence, fencing
1547	grate, grating
1548	movable barrier
1549	gate
1550	shelter
1551	supporting structure
1552	framework
1553	support
1554	tower
1555	creation
1556	product, production
1557	work, piece of work
1558	publication
1559	fabric, cloth, material, textile
1560	piece of cloth, piece of material
1561	towel
1562	covering
1563	screen, cover, covert, concealment
1564	footwear, footgear
1565	shoe
1566	coating, coat
1567	enamel
1568	cloth covering
1569	dressing, medical dressing
1570	bandage, patch
1571	adhesive bandage
1572	bedclothes, bed clothing, bedding
1573	floor cover, floor covering
1574	mat
1575	clothing, article of clothing, vesture, wear, wearable, habiliment
1576	attire, garb, dress
1577	costume
1578	disguise
1579	hairpiece, false hair, postiche
1580	neckpiece
1581	protective garment
1582	accessory, accoutrement, accouterment
1583	belt
1584	outerwear, overclothes
1585	gown, robe
1586	garment
1587	vest, waistcoat
1588	swimsuit, swimwear, bathing suit, swimming costume, bathing costume
1589	trouser, pant
1590	scarf
1591	kerchief
1592	neckwear
1593	necktie, tie
1594	skirt
1595	overgarment, outer garment
1596	cloak
1597	coat
1598	raincoat, waterproof
1599	macintosh, mackintosh, mac, mack
1600	sweater, jumper
1601	robe
1602	shirt
1603	undergarment, unmentionable
1604	handwear, hand wear
1605	glove
1606	headdress, headgear
1607	helmet
1608	cap
1609	hat, chapeau, lid
1610	footwear
1611	hosiery, hose
1612	tights, leotards
1613	stocking
1614	uniform
1615	nightwear, sleepwear, nightclothes
1616	apparel, wearing apparel, dress, clothes
1617	workwear
1618	mans clothing
1619	womans clothing
1620	dress, frock
1621	protective covering, protective cover, protection
1622	shield
1623	plate, scale, shell
1624	armor plate, armour plate, armor plating, plate armor, plate armour
1625	helmet
1626	cap
1627	roof
1628	blind, screen
1629	window blind
1630	shade
1631	screen
1632	armor, armour
1633	body armor, body armour, suit of armor, suit of armour, coat of mail, cataphract
1634	mask
1635	face mask
1636	sheath
1637	shelter
1638	canopy
1639	top, cover
1640	cap
1641	commodity, trade good, good
1642	consumer goods
1643	durables, durable goods, consumer durables
1644	appliance
1645	dryer, drier
1646	clothes dryer, clothes drier
1647	home appliance, household appliance
1648	kitchen appliance
1649	coffee maker
1650	oven
1651	stove, kitchen stove, range, kitchen range, cooking stove
1652	white goods
1653	drygoods, soft goods
1654	white goods, household linen
1655	linen
1656	bath linen
1657	excavation
1658	pool
1659	building material
1660	decoration, ornament, ornamentation
1661	design, pattern, figure
1662	emblem
1663	part, portion
1664	piece
1665	component, constituent, element
1666	hardware, computer hardware
1667	abstraction, abstract entity
1668	group, grouping
1669	social group
1670	organization, organisation
1671	enterprise
1672	business, concern, business concern, business organization, business organisation
1673	carrier, common carrier
1674	line
1675	railway, railroad, railroad line, railway line, railway system
1676	elevated railway, elevated railroad, elevated, el, overhead railway
