ImeDatoteke;Kategorija;ID_Kategorija
ILSVRC2010_val_00015827.JPEG;bookshop, bookstore, bookstall;854
ILSVRC2010_val_00015828.JPEG;custard apple;26
ILSVRC2010_val_00015829.JPEG;standard poodle;371
ILSVRC2010_val_00015830.JPEG;sock;949
ILSVRC2010_val_00015831.JPEG;peanut;104
ILSVRC2010_val_00015832.JPEG;curling iron;985
ILSVRC2010_val_00015833.JPEG;flagpole, flagstaff;654
ILSVRC2010_val_00015834.JPEG;gas pump, gasoline pump, petrol pump, island dispenser;582
ILSVRC2010_val_00015835.JPEG;sewing machine;580
ILSVRC2010_val_00015836.JPEG;poncho;922
ILSVRC2010_val_00015837.JPEG;radio, wireless;826
ILSVRC2010_val_00015838.JPEG;sulphur butterfly, sulfur butterfly;327
ILSVRC2010_val_00015839.JPEG;hand calculator, pocket calculator;569
ILSVRC2010_val_00015840.JPEG;king snake, kingsnake;471
ILSVRC2010_val_00015841.JPEG;prison, prison house;851
ILSVRC2010_val_00015842.JPEG;shoji;887
ILSVRC2010_val_00015843.JPEG;flagpole, flagstaff;654
ILSVRC2010_val_00015844.JPEG;bookshop, bookstore, bookstall;854
ILSVRC2010_val_00015845.JPEG;pool table, billiard table, snooker table;743
ILSVRC2010_val_00015846.JPEG;long-horned beetle, longicorn, longicorn beetle;305
ILSVRC2010_val_00015847.JPEG;fringed orchis, fringed orchid;165
ILSVRC2010_val_00015848.JPEG;pendulum clock;546
ILSVRC2010_val_00015849.JPEG;rock crab, Cancer irroratus;293
ILSVRC2010_val_00015850.JPEG;lipstick, lip rouge;772
ILSVRC2010_val_00015851.JPEG;racer, race car, racing car;676
ILSVRC2010_val_00015852.JPEG;handkerchief, hankie, hanky, hankey;881
ILSVRC2010_val_00015853.JPEG;chiton, coat-of-mail shell, sea cradle, polyplacophore;342
ILSVRC2010_val_00015854.JPEG;academic gown, academic robe, judges robe;905
ILSVRC2010_val_00015855.JPEG;tiger shark, Galeocerdo cuvieri;489
ILSVRC2010_val_00015856.JPEG;pink, garden pink;114
ILSVRC2010_val_00015857.JPEG;thunder snake, worm snake, Carphophis amoenus;467
ILSVRC2010_val_00015858.JPEG;aircraft carrier, carrier, flattop, attack aircraft carrier;791
ILSVRC2010_val_00015859.JPEG;blue daisy, blue marguerite, Felicia amelloides;145
ILSVRC2010_val_00015860.JPEG;schooner;786
ILSVRC2010_val_00015861.JPEG;pool ball;749
ILSVRC2010_val_00015862.JPEG;snorkel;529
ILSVRC2010_val_00015863.JPEG;cliff, drop, drop-off;68
ILSVRC2010_val_00015864.JPEG;bolete;272
ILSVRC2010_val_00015865.JPEG;streptocarpus;188
ILSVRC2010_val_00015866.JPEG;leopard, Panthera pardus;447
ILSVRC2010_val_00015867.JPEG;Chihuahua;384
ILSVRC2010_val_00015868.JPEG;washbasin, handbasin, washbowl, lavabo, wash-hand basin;705
ILSVRC2010_val_00015869.JPEG;ladle;717
ILSVRC2010_val_00015870.JPEG;rock crab, Cancer irroratus;293
ILSVRC2010_val_00015871.JPEG;wallet, billfold, notecase, pocketbook;730
ILSVRC2010_val_00015872.JPEG;can opener, tin opener;624
ILSVRC2010_val_00015873.JPEG;African elephant, Loxodonta africana;414
ILSVRC2010_val_00015874.JPEG;iPod;758
ILSVRC2010_val_00015875.JPEG;Indian cobra, Naja naja;477
ILSVRC2010_val_00015876.JPEG;fountain pen;649
ILSVRC2010_val_00015877.JPEG;Egyptian cat;349
ILSVRC2010_val_00015878.JPEG;sword, blade, brand, steel;562
ILSVRC2010_val_00015879.JPEG;airship, dirigible;779
ILSVRC2010_val_00015880.JPEG;buckeye, horse chestnut, conker;92
ILSVRC2010_val_00015881.JPEG;screwdriver;627
ILSVRC2010_val_00015882.JPEG;dam, dike, dyke;869
ILSVRC2010_val_00015883.JPEG;water tower;714
ILSVRC2010_val_00015884.JPEG;squirrel monkey, Saimiri sciureus;403
ILSVRC2010_val_00015885.JPEG;badger;420
ILSVRC2010_val_00015886.JPEG;millipede, millepede, milliped;289
ILSVRC2010_val_00015887.JPEG;confectionery, confectionary, candy store;856
ILSVRC2010_val_00015888.JPEG;carpenters kit, tool kit;756
ILSVRC2010_val_00015889.JPEG;thimble;698
ILSVRC2010_val_00015890.JPEG;shin guard, shinpad;901
ILSVRC2010_val_00015891.JPEG;ladys slipper, lady-slipper, ladies slipper, slipper orchid;159
ILSVRC2010_val_00015892.JPEG;moped;679
ILSVRC2010_val_00015893.JPEG;paintbrush;526
ILSVRC2010_val_00015894.JPEG;elderberry;29
ILSVRC2010_val_00015895.JPEG;cyclamen, Cyclamen purpurascens;180
ILSVRC2010_val_00015896.JPEG;alligator lizard;462
ILSVRC2010_val_00015897.JPEG;bookcase;803
ILSVRC2010_val_00015898.JPEG;lesser celandine, pilewort, Ranunculus ficaria;107
ILSVRC2010_val_00015899.JPEG;pecan;100
ILSVRC2010_val_00015900.JPEG;dining table, board;818
ILSVRC2010_val_00015901.JPEG;cicada, cicala;317
ILSVRC2010_val_00015902.JPEG;fishing rod, fishing pole;646
ILSVRC2010_val_00015903.JPEG;forklift;664
ILSVRC2010_val_00015904.JPEG;Angora, Angora rabbit;393
ILSVRC2010_val_00015905.JPEG;Australian terrier;361
ILSVRC2010_val_00015906.JPEG;butternut squash;57
ILSVRC2010_val_00015907.JPEG;nail polish, nail enamel, nail varnish;773
ILSVRC2010_val_00015908.JPEG;abacus;568
ILSVRC2010_val_00015909.JPEG;spaghetti squash;55
ILSVRC2010_val_00015910.JPEG;ink bottle, inkpot;711
ILSVRC2010_val_00015911.JPEG;bathing cap, swimming cap;939
ILSVRC2010_val_00015912.JPEG;mongoose;431
ILSVRC2010_val_00015913.JPEG;mug;720
ILSVRC2010_val_00015914.JPEG;chimpanzee, chimp, Pan troglodytes;398
ILSVRC2010_val_00015915.JPEG;Pekinese, Pekingese, Peke;383
ILSVRC2010_val_00015916.JPEG;long-horned beetle, longicorn, longicorn beetle;305
ILSVRC2010_val_00015917.JPEG;blackberry;11
ILSVRC2010_val_00015918.JPEG;limousine, limo;673
ILSVRC2010_val_00015919.JPEG;Doberman, Doberman pinscher;378
ILSVRC2010_val_00015920.JPEG;chisel;611
ILSVRC2010_val_00015921.JPEG;tiger, Panthera tigris;446
ILSVRC2010_val_00015922.JPEG;bolo tie, bolo, bola tie, bola;919
ILSVRC2010_val_00015923.JPEG;grasshopper, hopper;312
ILSVRC2010_val_00015924.JPEG;common iguana, iguana, Iguana iguana;457
ILSVRC2010_val_00015925.JPEG;daisy;136
ILSVRC2010_val_00015926.JPEG;fireboat;781
ILSVRC2010_val_00015927.JPEG;miniature poodle;370
ILSVRC2010_val_00015928.JPEG;shield, buckler;971
ILSVRC2010_val_00015929.JPEG;sunflower, helianthus;106
ILSVRC2010_val_00015930.JPEG;coffee bean, coffee berry, coffee;89
ILSVRC2010_val_00015931.JPEG;cuirass;972
ILSVRC2010_val_00015932.JPEG;table-tennis table, ping-pong table, pingpong table;817
ILSVRC2010_val_00015933.JPEG;proboscis monkey, Nasalis larvatus;409
ILSVRC2010_val_00015934.JPEG;ringneck snake, ring-necked snake, ring snake;468
ILSVRC2010_val_00015935.JPEG;hermit crab;299
ILSVRC2010_val_00015936.JPEG;elderberry;29
ILSVRC2010_val_00015937.JPEG;drill;619
ILSVRC2010_val_00015938.JPEG;vacuum, vacuum cleaner;997
ILSVRC2010_val_00015939.JPEG;dial telephone, dial phone;765
ILSVRC2010_val_00015940.JPEG;spinach;41
ILSVRC2010_val_00015941.JPEG;blueberry;8
ILSVRC2010_val_00015942.JPEG;tent, collapsible shelter;875
ILSVRC2010_val_00015943.JPEG;greenhouse, nursery, glasshouse;832
ILSVRC2010_val_00015944.JPEG;bucket, pail;708
ILSVRC2010_val_00015945.JPEG;lemon;17
ILSVRC2010_val_00015946.JPEG;newspaper, paper;824
ILSVRC2010_val_00015947.JPEG;mushroom;66
ILSVRC2010_val_00015948.JPEG;ice plant, icicle plant, Mesembryanthemum crystallinum;116
ILSVRC2010_val_00015949.JPEG;Model T;675
ILSVRC2010_val_00015950.JPEG;saw;626
ILSVRC2010_val_00015951.JPEG;spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish;297
ILSVRC2010_val_00015952.JPEG;stupa, tope;839
ILSVRC2010_val_00015953.JPEG;monarch, monarch butterfly, milkweed butterfly, Danaus plexippus;325
ILSVRC2010_val_00015954.JPEG;chimpanzee, chimp, Pan troglodytes;398
ILSVRC2010_val_00015955.JPEG;limousine, limo;673
ILSVRC2010_val_00015956.JPEG;planetarium;840
ILSVRC2010_val_00015957.JPEG;lion, king of beasts, Panthera leo;449
ILSVRC2010_val_00015958.JPEG;disa;162
ILSVRC2010_val_00015959.JPEG;pineapple, ananas;21
ILSVRC2010_val_00015960.JPEG;skunk, polecat, wood pussy;423
ILSVRC2010_val_00015961.JPEG;electric locomotive;665
ILSVRC2010_val_00015962.JPEG;fringed orchis, fringed orchid;165
ILSVRC2010_val_00015963.JPEG;bib;885
ILSVRC2010_val_00015964.JPEG;quill, quill pen;647
ILSVRC2010_val_00015965.JPEG;magnolia;240
ILSVRC2010_val_00015966.JPEG;gasmask, respirator, gas helmet;974
ILSVRC2010_val_00015967.JPEG;fiddler crab;294
ILSVRC2010_val_00015968.JPEG;fancy dress, masquerade, masquerade costume;898
ILSVRC2010_val_00015969.JPEG;spider orchid;173
ILSVRC2010_val_00015970.JPEG;Kentucky coffee tree, bonduc, chicot, Gymnocladus dioica;220
ILSVRC2010_val_00015971.JPEG;diaper, nappy, napkin;934
ILSVRC2010_val_00015972.JPEG;motor scooter, scooter;662
ILSVRC2010_val_00015973.JPEG;acoustic guitar;512
ILSVRC2010_val_00015974.JPEG;baboon;411
ILSVRC2010_val_00015975.JPEG;jigsaw puzzle;745
ILSVRC2010_val_00015976.JPEG;home theater, home theatre;844
ILSVRC2010_val_00015977.JPEG;American beech, white beech, red beech, Fagus grandifolia, Fagus americana;202
ILSVRC2010_val_00015978.JPEG;convertible;671
ILSVRC2010_val_00015979.JPEG;cacao, cacao tree, chocolate tree, Theobroma cacao;245
ILSVRC2010_val_00015980.JPEG;mantis, mantid;316
ILSVRC2010_val_00015981.JPEG;manhole cover;981
ILSVRC2010_val_00015982.JPEG;sunflower seed;88
ILSVRC2010_val_00015983.JPEG;pumpkin seed;87
ILSVRC2010_val_00015984.JPEG;chestnut;97
ILSVRC2010_val_00015985.JPEG;hognose snake, puff adder, sand viper;469
ILSVRC2010_val_00015986.JPEG;Ferris wheel;584
ILSVRC2010_val_00015987.JPEG;ice maker;989
ILSVRC2010_val_00015988.JPEG;baboon;411
ILSVRC2010_val_00015989.JPEG;cherry tomato;45
ILSVRC2010_val_00015990.JPEG;gondola;782
ILSVRC2010_val_00015991.JPEG;rug, carpet, carpeting;821
ILSVRC2010_val_00015992.JPEG;coelogyne;157
ILSVRC2010_val_00015993.JPEG;gas pump, gasoline pump, petrol pump, island dispenser;582
ILSVRC2010_val_00015994.JPEG;radio, wireless;826
ILSVRC2010_val_00015995.JPEG;common iguana, iguana, Iguana iguana;457
ILSVRC2010_val_00015996.JPEG;mousetrap;607
ILSVRC2010_val_00015997.JPEG;proboscis monkey, Nasalis larvatus;409
ILSVRC2010_val_00015998.JPEG;tricycle, trike, velocipede;690
ILSVRC2010_val_00015999.JPEG;garrison cap, overseas cap;942
ILSVRC2010_val_00016000.JPEG;juniper berry;81
ILSVRC2010_val_00016001.JPEG;violin, fiddle;510
ILSVRC2010_val_00016002.JPEG;nigella;111
ILSVRC2010_val_00016003.JPEG;green mamba;478
ILSVRC2010_val_00016004.JPEG;spaghetti squash;55
ILSVRC2010_val_00016005.JPEG;bee orchid, Ophrys apifera;171
ILSVRC2010_val_00016006.JPEG;corgi, Welsh corgi;368
ILSVRC2010_val_00016007.JPEG;loggerhead, loggerhead turtle, Caretta caretta;451
ILSVRC2010_val_00016008.JPEG;monarch, monarch butterfly, milkweed butterfly, Danaus plexippus;325
ILSVRC2010_val_00016009.JPEG;mountain ash;252
ILSVRC2010_val_00016010.JPEG;iron tree, iron-tree, ironwood, ironwood tree;247
ILSVRC2010_val_00016011.JPEG;stadium, bowl, arena, sports stadium;876
ILSVRC2010_val_00016012.JPEG;cymbid, cymbidium;158
ILSVRC2010_val_00016013.JPEG;coral fungus;268
ILSVRC2010_val_00016014.JPEG;sandbar, sand bar;74
ILSVRC2010_val_00016015.JPEG;slug;339
ILSVRC2010_val_00016016.JPEG;cauliflower;52
ILSVRC2010_val_00016017.JPEG;hard disc, hard disk, fixed disk;586
ILSVRC2010_val_00016018.JPEG;euphonium;499
ILSVRC2010_val_00016019.JPEG;fly;308
ILSVRC2010_val_00016020.JPEG;stanhopea;177
ILSVRC2010_val_00016021.JPEG;church, church building;837
ILSVRC2010_val_00016022.JPEG;hard disc, hard disk, fixed disk;586
ILSVRC2010_val_00016023.JPEG;kapok, ceiba tree, silk-cotton tree, white silk-cotton tree, Bombay ceiba, God tree, Ceiba pentandra;243
ILSVRC2010_val_00016024.JPEG;in-line skate;741
ILSVRC2010_val_00016025.JPEG;gibbon, Hylobates lar;401
ILSVRC2010_val_00016026.JPEG;circular saw, buzz saw;567
ILSVRC2010_val_00016027.JPEG;totem pole;849
ILSVRC2010_val_00016028.JPEG;Persian cat;350
ILSVRC2010_val_00016029.JPEG;Venetian blind;964
ILSVRC2010_val_00016030.JPEG;teak, Tectona grandis;235
ILSVRC2010_val_00016031.JPEG;lichen;263
ILSVRC2010_val_00016032.JPEG;trimaran;788
ILSVRC2010_val_00016033.JPEG;indri, indris, Indri indri, Indri brevicaudatus;395
ILSVRC2010_val_00016034.JPEG;coneflower;144
ILSVRC2010_val_00016035.JPEG;garrison cap, overseas cap;942
ILSVRC2010_val_00016036.JPEG;accordion, piano accordion, squeeze box;500
ILSVRC2010_val_00016037.JPEG;plum;19
ILSVRC2010_val_00016038.JPEG;thunder snake, worm snake, Carphophis amoenus;467
ILSVRC2010_val_00016039.JPEG;masdevallia;168
ILSVRC2010_val_00016040.JPEG;disa;162
ILSVRC2010_val_00016041.JPEG;American beech, white beech, red beech, Fagus grandifolia, Fagus americana;202
ILSVRC2010_val_00016042.JPEG;dalmatian, coach dog, carriage dog;367
ILSVRC2010_val_00016043.JPEG;indri, indris, Indri indri, Indri brevicaudatus;395
ILSVRC2010_val_00016044.JPEG;palm, palm tree;226
ILSVRC2010_val_00016045.JPEG;flat bench;808
ILSVRC2010_val_00016046.JPEG;gas pump, gasoline pump, petrol pump, island dispenser;582
ILSVRC2010_val_00016047.JPEG;box elder, ash-leaved maple, Acer negundo;257
ILSVRC2010_val_00016048.JPEG;bottlecap;982
ILSVRC2010_val_00016049.JPEG;pencil sharpener;645
ILSVRC2010_val_00016050.JPEG;four oclock;118
ILSVRC2010_val_00016051.JPEG;flute, transverse flute;523
ILSVRC2010_val_00016052.JPEG;odontoglossum;169
ILSVRC2010_val_00016053.JPEG;downy birch, white birch, Betula pubescens;210
ILSVRC2010_val_00016054.JPEG;cauliflower;52
ILSVRC2010_val_00016055.JPEG;iron tree, iron-tree, ironwood, ironwood tree;247
ILSVRC2010_val_00016056.JPEG;fountain;860
ILSVRC2010_val_00016057.JPEG;guillotine;537
ILSVRC2010_val_00016058.JPEG;mite;287
ILSVRC2010_val_00016059.JPEG;snail;338
ILSVRC2010_val_00016060.JPEG;sarong;921
ILSVRC2010_val_00016061.JPEG;sword, blade, brand, steel;562
ILSVRC2010_val_00016062.JPEG;rugby ball;750
ILSVRC2010_val_00016063.JPEG;sandwort;113
ILSVRC2010_val_00016064.JPEG;ink bottle, inkpot;711
ILSVRC2010_val_00016065.JPEG;Dutch elm, Ulmus hollandica;216
ILSVRC2010_val_00016066.JPEG;oncidium, dancing lady orchid, butterfly plant, butterfly orchid;170
ILSVRC2010_val_00016067.JPEG;buckeye, horse chestnut, conker;92
ILSVRC2010_val_00016068.JPEG;drilling platform, offshore rig;757
ILSVRC2010_val_00016069.JPEG;acoustic guitar;512
ILSVRC2010_val_00016070.JPEG;paper clip, paperclip, gem clip;594
ILSVRC2010_val_00016071.JPEG;cicada, cicala;317
ILSVRC2010_val_00016072.JPEG;teapot;638
ILSVRC2010_val_00016073.JPEG;jinrikisha, ricksha, rickshaw;693
ILSVRC2010_val_00016074.JPEG;oxcart;694
ILSVRC2010_val_00016075.JPEG;siamang, Hylobates syndactylus, Symphalangus syndactylus;400
ILSVRC2010_val_00016076.JPEG;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;417
ILSVRC2010_val_00016077.JPEG;lion, king of beasts, Panthera leo;449
ILSVRC2010_val_00016078.JPEG;abacus;568
ILSVRC2010_val_00016079.JPEG;ax, axe;610
ILSVRC2010_val_00016080.JPEG;clam;343
ILSVRC2010_val_00016081.JPEG;slug;339
ILSVRC2010_val_00016082.JPEG;Eskimo dog, husky;380
ILSVRC2010_val_00016083.JPEG;plunger, plumbers helper;625
ILSVRC2010_val_00016084.JPEG;shovel;628
ILSVRC2010_val_00016085.JPEG;hand calculator, pocket calculator;569
ILSVRC2010_val_00016086.JPEG;cardigan;927
ILSVRC2010_val_00016087.JPEG;container ship, containership, container vessel;789
ILSVRC2010_val_00016088.JPEG;badger;420
ILSVRC2010_val_00016089.JPEG;hamper;696
ILSVRC2010_val_00016090.JPEG;jumper, pinafore, pinny;954
ILSVRC2010_val_00016091.JPEG;lakeside, lakeshore;77
ILSVRC2010_val_00016092.JPEG;cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM;570
ILSVRC2010_val_00016093.JPEG;stadium, bowl, arena, sports stadium;876
ILSVRC2010_val_00016094.JPEG;wig;899
ILSVRC2010_val_00016095.JPEG;black grouse;385
ILSVRC2010_val_00016096.JPEG;cocktail shaker;703
ILSVRC2010_val_00016097.JPEG;wallet, billfold, notecase, pocketbook;730
ILSVRC2010_val_00016098.JPEG;kowhai, Sophora tetraptera;225
ILSVRC2010_val_00016099.JPEG;dune, sand dune;75
ILSVRC2010_val_00016100.JPEG;American beech, white beech, red beech, Fagus grandifolia, Fagus americana;202
ILSVRC2010_val_00016101.JPEG;ptarmigan;386
ILSVRC2010_val_00016102.JPEG;ice plant, icicle plant, Mesembryanthemum crystallinum;116
ILSVRC2010_val_00016103.JPEG;kimono;928
ILSVRC2010_val_00016104.JPEG;machine gun;559
ILSVRC2010_val_00016105.JPEG;trundle bed, trundle, truckle bed, truckle;802
ILSVRC2010_val_00016106.JPEG;common marigold, pot marigold, ruddles, Scotch marigold, Calendula officinalis;137
ILSVRC2010_val_00016107.JPEG;striped bass, striper, Roccus saxatilis, rockfish;496
ILSVRC2010_val_00016108.JPEG;okra;105
ILSVRC2010_val_00016109.JPEG;flute, transverse flute;523
ILSVRC2010_val_00016110.JPEG;planetarium;840
ILSVRC2010_val_00016111.JPEG;ringneck snake, ring-necked snake, ring snake;468
ILSVRC2010_val_00016112.JPEG;Madagascar cat, ring-tailed lemur, Lemur catta;396
ILSVRC2010_val_00016113.JPEG;Great Dane;374
ILSVRC2010_val_00016114.JPEG;banjo;508
ILSVRC2010_val_00016115.JPEG;lawn mower, mower;620
ILSVRC2010_val_00016116.JPEG;point-and-shoot camera;753
ILSVRC2010_val_00016117.JPEG;doormat, welcome mat;897
ILSVRC2010_val_00016118.JPEG;banana;22
ILSVRC2010_val_00016119.JPEG;gorilla, Gorilla gorilla;399
ILSVRC2010_val_00016120.JPEG;weasel;424
ILSVRC2010_val_00016121.JPEG;mashed potato;2
ILSVRC2010_val_00016122.JPEG;nematode, nematode worm, roundworm;335
ILSVRC2010_val_00016123.JPEG;coral;333
ILSVRC2010_val_00016124.JPEG;shin guard, shinpad;901
ILSVRC2010_val_00016125.JPEG;silo;880
ILSVRC2010_val_00016126.JPEG;picket fence, paling;871
ILSVRC2010_val_00016127.JPEG;bathing cap, swimming cap;939
ILSVRC2010_val_00016128.JPEG;ice plant, icicle plant, Mesembryanthemum crystallinum;116
ILSVRC2010_val_00016129.JPEG;refrigerator, icebox;999
ILSVRC2010_val_00016130.JPEG;radio, wireless;826
ILSVRC2010_val_00016131.JPEG;mountain ash;252
ILSVRC2010_val_00016132.JPEG;bottlecap;982
ILSVRC2010_val_00016133.JPEG;star anise, Chinese anise, Illicium verum;194
ILSVRC2010_val_00016134.JPEG;globe amaranth, bachelors button, Gomphrena globosa;117
ILSVRC2010_val_00016135.JPEG;snow leopard, ounce, Panthera uncia;448
ILSVRC2010_val_00016136.JPEG;amphibian, amphibious vehicle;667
ILSVRC2010_val_00016137.JPEG;Indian cobra, Naja naja;477
ILSVRC2010_val_00016138.JPEG;kimono;928
ILSVRC2010_val_00016139.JPEG;frilled lizard, Chlamydosaurus kingi;461
ILSVRC2010_val_00016140.JPEG;trowel;629
ILSVRC2010_val_00016141.JPEG;fly orchid, Ophrys insectifera, Ophrys muscifera;172
ILSVRC2010_val_00016142.JPEG;pearly everlasting, cottonweed, Anaphalis margaritacea;131
ILSVRC2010_val_00016143.JPEG;shower cap;941
ILSVRC2010_val_00016144.JPEG;chickpea, garbanzo;37
ILSVRC2010_val_00016145.JPEG;academic gown, academic robe, judges robe;905
ILSVRC2010_val_00016146.JPEG;frilled lizard, Chlamydosaurus kingi;461
ILSVRC2010_val_00016147.JPEG;sandbar, sand bar;74
ILSVRC2010_val_00016148.JPEG;liner, ocean liner;790
ILSVRC2010_val_00016149.JPEG;black grouse;385
ILSVRC2010_val_00016150.JPEG;rotisserie;992
ILSVRC2010_val_00016151.JPEG;corn;91
ILSVRC2010_val_00016152.JPEG;violin, fiddle;510
ILSVRC2010_val_00016153.JPEG;night snake, Hypsiglena torquata;475
ILSVRC2010_val_00016154.JPEG;military uniform;951
ILSVRC2010_val_00016155.JPEG;maillot, tank suit;908
ILSVRC2010_val_00016156.JPEG;Gordon setter;356
ILSVRC2010_val_00016157.JPEG;calypso, fairy-slipper, Calypso bulbosa;154
ILSVRC2010_val_00016158.JPEG;mantis, mantid;316
ILSVRC2010_val_00016159.JPEG;colonnade;847
ILSVRC2010_val_00016160.JPEG;remote control, remote;590
ILSVRC2010_val_00016161.JPEG;lunar crater;69
ILSVRC2010_val_00016162.JPEG;chainlink fence;870
ILSVRC2010_val_00016163.JPEG;damselfly;322
ILSVRC2010_val_00016164.JPEG;howler monkey, howler;405
ILSVRC2010_val_00016165.JPEG;white wolf, Arctic wolf, Canis lupus tundrarum;441
ILSVRC2010_val_00016166.JPEG;bell cote, bell cot;979
ILSVRC2010_val_00016167.JPEG;plane, carpenters plane, woodworking plane;614
ILSVRC2010_val_00016168.JPEG;bookshop, bookstore, bookstall;854
ILSVRC2010_val_00016169.JPEG;sarong;921
ILSVRC2010_val_00016170.JPEG;cress;40
ILSVRC2010_val_00016171.JPEG;headscarf;915
ILSVRC2010_val_00016172.JPEG;crossword puzzle, crossword;744
ILSVRC2010_val_00016173.JPEG;weasel;424
ILSVRC2010_val_00016174.JPEG;leaf beetle, chrysomelid;306
ILSVRC2010_val_00016175.JPEG;teak, Tectona grandis;235
ILSVRC2010_val_00016176.JPEG;ginkgo, gingko, maidenhair tree, Ginkgo biloba;236
ILSVRC2010_val_00016177.JPEG;fountain;860
ILSVRC2010_val_00016178.JPEG;axolotl, mud puppy, Ambystoma mexicanum;487
ILSVRC2010_val_00016179.JPEG;cassette player;762
ILSVRC2010_val_00016180.JPEG;African chameleon, Chamaeleo chamaeleon;465
ILSVRC2010_val_00016181.JPEG;medicine chest, medicine cabinet;805
ILSVRC2010_val_00016182.JPEG;ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus;417
ILSVRC2010_val_00016183.JPEG;police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria;685
ILSVRC2010_val_00016184.JPEG;armchair;811
ILSVRC2010_val_00016185.JPEG;turnip;47
ILSVRC2010_val_00016186.JPEG;crab apple, crabapple;5
ILSVRC2010_val_00016187.JPEG;bulletproof vest;906
ILSVRC2010_val_00016188.JPEG;china cabinet, china closet;804
ILSVRC2010_val_00016189.JPEG;mulberry;14
ILSVRC2010_val_00016190.JPEG;snorkel;529
ILSVRC2010_val_00016191.JPEG;seat belt, seatbelt;601
ILSVRC2010_val_00016192.JPEG;water snake;473
ILSVRC2010_val_00016193.JPEG;moped;679
ILSVRC2010_val_00016194.JPEG;panpipe, pandean pipe, syrinx;519
ILSVRC2010_val_00016195.JPEG;flatworm, platyhelminth;334
ILSVRC2010_val_00016196.JPEG;hair slide;593
ILSVRC2010_val_00016197.JPEG;volcano;72
ILSVRC2010_val_00016198.JPEG;tennis ball;752
ILSVRC2010_val_00016199.JPEG;solar dish, solar collector, solar furnace;589
ILSVRC2010_val_00016200.JPEG;axolotl, mud puppy, Ambystoma mexicanum;487
ILSVRC2010_val_00016201.JPEG;breastplate, aegis, egis;958
ILSVRC2010_val_00016202.JPEG;rain barrel;715
ILSVRC2010_val_00016203.JPEG;tricycle, trike, velocipede;690
ILSVRC2010_val_00016204.JPEG;police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria;685
ILSVRC2010_val_00016205.JPEG;jackfruit, jak, jack;23
ILSVRC2010_val_00016206.JPEG;slug;339
ILSVRC2010_val_00016207.JPEG;cello, violoncello;509
ILSVRC2010_val_00016208.JPEG;computer keyboard, keypad;563
ILSVRC2010_val_00016209.JPEG;headscarf;915
ILSVRC2010_val_00016210.JPEG;achimenes, hot water plant;186
ILSVRC2010_val_00016211.JPEG;yellow birch, Betula alleghaniensis, Betula leutea;208
ILSVRC2010_val_00016212.JPEG;jinrikisha, ricksha, rickshaw;693
ILSVRC2010_val_00016213.JPEG;African chameleon, Chamaeleo chamaeleon;465
ILSVRC2010_val_00016214.JPEG;bikini, two-piece;909
ILSVRC2010_val_00016215.JPEG;cab, hack, taxi, taxicab;670
ILSVRC2010_val_00016216.JPEG;weeping willow, Babylonian weeping willow, Salix babylonica;229
ILSVRC2010_val_00016217.JPEG;bucket, pail;708
ILSVRC2010_val_00016218.JPEG;leopard frog, spring frog, Rana pipiens;481
ILSVRC2010_val_00016219.JPEG;spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish;297
ILSVRC2010_val_00016220.JPEG;mortar;709
ILSVRC2010_val_00016221.JPEG;ginkgo, gingko, maidenhair tree, Ginkgo biloba;236
ILSVRC2010_val_00016222.JPEG;barbershop;853
ILSVRC2010_val_00016223.JPEG;green pea, garden pea;36
ILSVRC2010_val_00016224.JPEG;cardoon;64
ILSVRC2010_val_00016225.JPEG;shiitake, shiitake mushroom, Chinese black mushroom, golden oak mushroom, Oriental black mushroom, Lentinus edodes;262
ILSVRC2010_val_00016226.JPEG;boa constrictor, Constrictor constrictor;476
ILSVRC2010_val_00016227.JPEG;grille, radiator grille;873
ILSVRC2010_val_00016228.JPEG;gentian;182
ILSVRC2010_val_00016229.JPEG;lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens;427
ILSVRC2010_val_00016230.JPEG;ringlet, ringlet butterfly;324
ILSVRC2010_val_00016231.JPEG;harp;511
ILSVRC2010_val_00016232.JPEG;sunflower, helianthus;106
ILSVRC2010_val_00016233.JPEG;box elder, ash-leaved maple, Acer negundo;257
ILSVRC2010_val_00016234.JPEG;guava;30
ILSVRC2010_val_00016235.JPEG;celandine poppy, wood poppy, Stylophorum diphyllum;129
ILSVRC2010_val_00016236.JPEG;container ship, containership, container vessel;789
ILSVRC2010_val_00016237.JPEG;strawberry;7
ILSVRC2010_val_00016238.JPEG;pandanus, screw pine;200
ILSVRC2010_val_00016239.JPEG;dam, dike, dyke;869
ILSVRC2010_val_00016240.JPEG;pendulum clock;546
ILSVRC2010_val_00016241.JPEG;titi, titi monkey;402
ILSVRC2010_val_00016242.JPEG;jellyfish;331
ILSVRC2010_val_00016243.JPEG;mustard, mustard greens, leaf mustard, Indian mustard;48
